"genename" "BE01" "BE11" "BE25" "BE27" "BE29" "BE31"
"COPZ2" 11.3309997617198 38.7180172584949 9.76221061132229 4.50135307488231 14.4257654990679 11.7646929732101
"PRKAR2B" 98.7032978797085 258.439373041138 235.212815748934 133.876594657371 98.0767614838569 109.484987570485
"MSL3" 537.191381079687 630.797970031016 473.156414903605 635.329873105067 710.214094120984 398.913591573018
"CREBBP" 621.223352241103 1296.69113843018 1609.69898771282 1678.1136183607 922.908047192919 650.418127874245
"TSPOAP1" 95.388941939797 431.718080382134 244.289531083669 262.358098062007 445.458898182767 382.602193826749
"MPO" 18.635454381043 36.8966704868449 28.0119030090789 45.3028816668721 123.013352629526 345.699362677984
"PON1" 4.38965153578199 14.5492246462885 1.14349937583277 0 4.22045302076626 3.87741962698861
"GCFC2" 237.323117117491 194.746863934099 132.550807869851 197.844040921093 166.909504517818 231.690424206528
"WDR54" 110.352422589041 132.420517103517 150.47211451476 138.553907827815 304.489103169873 424.736257912051
"CROT" 29.6061518543082 53.4471244288338 63.664770460005 46.1907936301274 51.8743869745249 84.6679483449815
"ABCB4" 1.1111366240098 4.82649232999682 0 8.06924552159603 5.84512221133051 0.916784393865095
"KMT2E" 1077.95253435458 2432.40732767371 3085.19575709292 3589.38202553556 2055.75669193526 820.188035566859
"RHBDD2" 1287.62202881284 1219.59464329057 1059.50621829656 654.574601348179 1384.62914185966 2622.5733409085
"SOX8" 51.9218828375456 28.3242579819489 22.3835148084171 79.906716237092 29.3877760239113 40.9112888747268
"IBTK" 967.867585145925 979.774051980883 731.316842277391 575.662499850358 722.811726948142 787.236656492663
"ZNF195" 358.201827033667 323.24859110073 195.596510801573 445.634727938812 236.286070513913 263.574300505909
"MYCBP2" 583.510895427363 787.267478997544 511.507896117128 670.363318445418 614.72150525274 333.530373570027
"FBXL3" 614.701309173833 511.83591298252 932.989349569868 1000.0764872887 700.920044294558 419.189155550013
"ITGAL" 415.212814284157 588.104713122366 308.622743066579 142.62968207156 1089.64792868966 503.17654188078
"PDK2" 87.2064340050622 115.105011583731 109.178505673049 109.276390004446 117.958726569545 224.423945460546
"ITGA3" 3198.44733537203 5211.1246568491 4804.46107972093 2471.38767914652 1510.74119577552 7591.82808094941
"ZFX" 496.397442625688 485.655403431995 564.011290965913 314.537326256254 356.903313003023 178.964491837548
"LAMP2" 2144.87349879308 1629.81852416671 2069.69067878513 1781.17333804738 1519.44054194636 1723.54138469137
"ITGA2B" 57.6580960602844 284.509687394333 56.7974597658674 22.5458120082506 75.2054962186867 136.788325214536
"ASB4" 0 4.82266555044684 13.3332514791252 2.70798540504732 2.00931008005182 2.62030037495544
"GDE1" 740.59990964859 509.043023048972 1076.50440813268 721.24855984591 572.432323533562 1645.29370690271
"REX1BD" 359.2161439602 430.469246985153 249.290856752176 185.289767158085 358.174017158182 506.931233501869
"CRLF1" 58.4336148366316 731.501408375474 208.103274494133 278.03414953054 356.441452082897 328.437275451526
"OSBPL7" 206.768160476467 183.100854120744 118.122686887866 85.7141315181508 244.116461460549 216.723296657473
"TMEM98" 302.125114139572 362.157317846951 385.69441125218 311.250820229504 268.661107962852 694.936728796051
"YBX2" 10.6055912396099 2.32261365952382 3.48859590651652 1.70454802602265 3.88734339454753 23.7087737778438
"ABCC8" 31.7358457857911 1093.28561016708 329.660486534371 88.2609738560724 320.287959284429 97.2268708752497
"TMEM132A" 2674.07592001932 839.357413203956 794.920140062707 1723.68985741081 1224.97581750821 591.742444881965
"AP2B1" 43.6782922441256 58.1966910847505 47.1508946812767 30.7244812194988 29.7577826697727 42.7926332317894
"TAC1" 16.0223981601486 7.77572906317796 14.0829808165369 35.8749311046134 41.7026771127859 2.24149255911255
"ZNF263" 763.367293853307 472.037250938541 413.14099154018 652.555830819633 860.848042962259 514.194514488771
"CX3CL1" 64228.8226022683 55940.9894554473 20687.4068311143 4819.10554015215 12452.6224545591 12911.1160855633
"SPATA20" 252.400340467012 507.197210651297 185.876291171513 152.599419618386 282.437058326851 285.79574820281
"CACNA1G" 2.2213503696985 7.92816341241469 21.8154464594098 88.2280757893628 61.4299439816249 15.4641931855869
"TNFRSF12A" 3771.29171687105 2893.52561149092 1971.11636411542 4208.0620036838 3292.65689164082 3249.54790487562
"MAP3K9" 429.773711136496 333.150384212806 483.045703942994 223.481104320352 192.471683064243 344.923006299706
"RALA" 1954.54738907468 1629.76172526672 1842.56324756382 1711.36959684777 1659.70946486811 1548.92226024567
"BAIAP2L1" 791.825391181287 1596.91765698098 841.761691243779 990.423555743108 455.415818622875 1100.84016703946
"KDM7A" 978.935666957712 1117.20174462309 838.294528303397 1672.58192109517 1351.38518142363 463.136244491626
"ETV1" 23.6591458131924 395.52222409059 349.941392642147 155.849181655815 67.5429147483655 154.938968315489
"AGK" 41.7733771300479 16.4713421802844 48.2497558800831 58.5461224131654 67.004690087109 14.7968565323898
"ALDH3B1" 5.37826519365302 6.33236972758604 4.7619288913445 10.8377445309448 4.70016207196487 13.2184189501154
"TTC22" 38.443082096758 93.128963264107 103.615554889303 76.383617875639 75.4633669444352 155.995805480741
"PHTF2" 211.583579575649 217.899578736149 315.943090907959 324.23242138641 198.051582628616 224.706060405547
"CCL26" 9.7967872014444 3.25137831587904 8.96872524927163 22.0911657654069 3.20758914374157 13.657916453014
"FARP2" 425.340656476506 580.375309684811 589.721515094363 793.358242613974 474.3792577249 624.194756304105
"USH1C" 1.86686046538795 0 0.793311525252695 5.95581713537061 6.17025211265031 5.90345991247621
"GGCT" 911.155524823887 270.831262369223 263.06696112128 364.92241897166 436.680101115238 415.238137399058
"DBF4" 121.575612766015 121.106453289958 98.4858208535674 138.173602485946 102.588326789893 96.5650613508992
"TBXA2R" 59.8137836931247 72.099334094462 95.5436820428732 103.614692768581 27.2666542721397 81.9299604187625
"IFRD1" 1876.36177280592 1939.46771449389 2066.1900274903 2629.94211202488 2044.53512305027 1053.75457659046
"COX10" 167.43806249622 118.624362718364 140.001978645623 228.507996095721 121.986493749753 142.499242607913
"GTF2IRD1" 506.120075606038 1008.33790808978 742.796678451846 620.808636264739 284.195789060828 923.710616809548
"PAF1" 1722.85234991326 1659.16317568065 1021.63100399523 1950.57833322511 1739.04473509821 1882.77065655276
"VPS41" 354.875391776788 552.136715780881 548.542330378453 379.645627691766 303.040416754305 345.741992584033
"ARHGAP44" 193.088073058026 297.082376980207 573.249533772845 235.777932179519 168.943254274737 509.931398762705
"ELAC2" 756.996117500521 671.002102314807 420.109527425001 456.224584356253 595.94218075477 1024.03437611255
"SCIN" 34.4482372840924 83.9742426862555 86.3142243999096 94.4181869384 50.2376345042011 55.1739290837284
"ARSD" 259.37971205724 435.507772960552 425.439025300583 148.237492734786 191.666517956102 310.574244733601
"PNPLA4" 87.934622813446 56.5257151154805 56.4861343809263 117.129334837799 80.1690413772875 85.1130375311082
"ADIPOR2" 1545.35846983414 1348.40759096784 2636.66317979805 2405.42445947232 1273.79271180815 1750.3674012504
"CDKL3" 2.02771801606801 14.7171125172369 5.31089220616008 15.292478264217 27.7357058297983 24.9425363138633
"PRSS21" 66.1816008482396 5.24288307665141 19.2230519476173 6.14285556621845 25.881223147962 52.284557079892
"MARK4" 662.776513624415 591.732933679002 1070.00022621067 991.141905930206 647.151712673075 818.036287384021
"PROM1" 39.5271845374078 108.317342837849 169.218247997309 324.973822681507 404.33587038301 540.486218386516
"CCDC124" 1529.37015601607 1223.34592105108 815.34759369727 993.781891625065 936.099453306486 1616.59181005502
"CEACAM21" 4.08522536100027 15.111934854542 13.7899089639195 8.76331343426581 7.46773947787926 5.29343335200419
"PAFAH1B1" 1797.24177969394 3232.41571423555 3005.92545562638 2807.01995262101 1941.23653094037 2057.09040479688
"NOS2" 439.901117724841 70.2940868513917 35.4605304099098 1619.58954983757 162.551093051804 58.8087532279214
"DNAH9" 56.1079055224107 118.426998480432 235.763421540803 454.498888241048 444.33953032837 651.848067488551
"BLTP2" 1201.18562523884 1835.6591439251 1823.12892647193 1392.55061559348 1286.82919344319 2145.2105575506
"SLC13A2" 0 1.21626420663637 0 9.87696730937109 0 0.927202098064034
"GAS7" 905.228660803013 1354.23797010994 3204.10771981352 2048.30954290481 1232.43951088523 1034.76238036114
"TRAPPC6A" 116.789124820218 128.713435836584 109.005991770754 38.211110424233 146.476079731872 236.556168842577
"MATK" 111.936999053441 183.279303165426 113.315754233507 95.8952054557445 235.122147585303 65.6778363299201
"CD79B" 25.907451043976 18.8102641670891 22.0454196002177 32.3748792286519 65.4351556310954 60.8957567637798
"SCN4A" 0 2.38643567820015 3.72938215006068 25.3732884204588 10.5932596349315 1.80884015061968
"ST7L" 190.195848180639 175.008801647395 119.429092174549 77.9141075068908 124.069173091874 152.45470431785
"TKTL1" 6.9814188352048 7.76213378069455 14.1990674919637 29.6575938478294 32.125030656019 4.61600477956951
"PAX6" 0.579686501908323 0 0.246138463868673 5.07681921707275 3.17785831644246 5.08867147555473
"RPUSD1" 332.325980461183 191.77755058054 135.021956258802 148.881825792083 236.320499374641 660.090837231395
"RHBDF1" 1036.79297010912 2612.39911777531 1059.70077710975 1148.01310880544 712.475095188599 982.5554927774
"LUC7L" 1758.23841050739 3322.91451806137 965.389868943872 883.315447083255 1482.68613210704 1375.64635781503
"CACNA2D2" 153.963373972067 1589.54881257775 723.395357729298 38.9113215917299 95.5677260989248 1142.48075681359
"BAIAP3" 90.5041936938101 254.235641448782 287.069371868353 487.837401511144 293.207859927782 545.943309360967
"TSR3" 720.158434138768 357.804302317595 287.824271084428 289.467918197987 518.696083511529 863.92783931399
"PIGQ" 567.611734481579 817.604874332071 388.386690210496 286.623792763785 470.746474907553 1035.31805066438
"CRAMP1" 67.7755214242808 154.242782957698 323.109948401471 435.847312350829 210.527454054087 80.3757729383279
"TEAD3" 989.194515621677 1483.92498946567 1358.61825703468 1209.78738835578 1034.75645880605 1152.8127184232
"SELE" 10119.7131454877 10031.0874467988 11342.8170499101 10770.7533227611 5909.95298931076 2203.17471667021
"DNAJC11" 755.728375704408 684.662806020358 477.254129887016 609.967956831193 531.607297241418 613.399186808848
"FMO3" 40.3067061408892 106.759575834145 164.438587821226 115.001832530521 149.611153418776 68.4254632623587
"MYLIP" 461.737262409369 1913.96371025168 988.510381504218 824.63256634181 739.783191181819 759.0912824782
"E2F2" 4.59604968017267 23.1434114235205 10.9377215092328 8.67053113061859 9.67196280789176 36.3667025250591
"PSMB1" 3023.66898155151 2393.20764121629 1918.24848255753 1952.12184051994 2729.28034352247 2892.00333133004
"SYN1" 482.272669476342 71.5853572316081 89.864715538001 471.147960437265 440.324122202759 174.809578985035
"JARID2" 545.566827899237 275.981621645753 719.576435862648 685.8413361731 894.127545181537 426.668399606408
"CDKL5" 4.38579318904067 23.8116506183551 88.6882550375332 42.4490091256567 12.4966975562067 13.5735716752157
"CAMK1G" 85.8856239669729 16.3794218137924 8.38323467740468 45.6499326792255 59.8713593900658 23.5354223182569
"CDK11A" 980.493955780884 2094.93812571882 1777.80210900502 1083.98587310506 1020.21163595046 1329.14928850956
"NADK" 1679.78850668433 3774.43901058641 1857.08267524928 1551.50368056964 1654.56290597828 1781.18096921834
"DLEC1" 92.176209330688 162.68924623893 289.547203339468 395.83941436583 256.307035304027 291.708349629092
"CYTH3" 561.365445202475 623.111176012996 1084.59476164137 1228.24957035297 823.841566637742 705.130874740279
"ADAM22" 12.7229186973485 11.6112018956613 35.4504138305076 56.4184780132856 8.6066811027815 13.5967841155083
"SYPL1" 1787.183608146 1352.46972609224 1655.60724059256 1505.4059679553 1844.82346648384 1357.50204696982
"CYB561" 693.63406481103 864.633140668443 960.408787795004 858.588370565145 878.063079132787 1207.96309700313
"SPAG9" 3103.45185539809 4174.07521104092 6708.33217004024 4351.05524289472 3693.66115397126 1971.92353371422
"CELSR3" 30.8922024844141 61.3948774111558 51.3138956873551 34.8739633995795 41.9049597544932 45.1052889005764
"AASS" 183.522452764373 719.728973000156 648.300536143526 318.14879699282 203.031360171646 144.221998065131
"PLEKHG6" 31.3735980038171 101.093617327029 110.050206488241 50.9881829419352 49.4508521325554 108.299564279379
"SS18L2" 410.946483372551 230.104482192069 168.08705902189 247.973634423608 307.71065788308 333.439845954747
"MPND" 295.840667946254 219.55644347494 134.090449270887 113.858327034749 196.168725404585 327.317485027515
"MGST1" 2045.57110167185 3360.36919475628 1615.47076127313 1193.06041666773 879.355430367087 3791.36947349442
"CRY1" 682.357319198665 806.460323987527 1297.44341422961 1578.53583298111 1026.07333963854 733.119430995169
"PGLYRP1" 10.7865907058083 9.31206072785351 11.3511487858724 15.6927634596006 2.83090853759467 91.8837606373439
"NFIX" 468.886425789546 831.704158774504 1393.06914903173 1231.00274389971 622.118016153089 798.523351309101
"ST3GAL1" 5254.98039480258 3303.12685736521 3094.03476494529 9716.84422516644 5500.21925179262 2562.87653927325
"MMP25" 144.653764800779 119.40932679553 334.899339502918 89.5358632857613 267.773107601524 658.04567191427
"IL32" 24189.0952335731 10308.4398102241 6066.89750299603 11395.0425055897 14976.4768140859 11567.0093557639
"PKD1" 730.155531127997 1054.32452829933 1534.05236457271 2072.65826477891 964.341350907627 928.032606621641
"MAPK8IP2" 0 32.0870470692431 22.3687276877845 3.76755788432808 0 0
"MED24" 15001.2381893268 26090.6841990766 13823.4284769743 2029.29186477851 7027.68943411054 9845.45926754934
"RHOBTB2" 461.296764460431 4543.04471253782 2191.03308761634 177.005017883901 363.895891308421 2839.80724815335
"HEATR5B" 282.968378033747 347.504601575216 414.756058290305 237.052235369509 217.31282411419 198.196478800094
"SEC62" 2654.46133085087 2492.41083895353 3139.57618436488 3016.34509984925 2437.2663589519 2390.11211413109
"RPS20" 12139.3924036595 12771.3429701701 8166.56011081756 7621.75599111649 11671.9667704062 18441.9528130368
"CSDE1" 6861.77112415614 8152.31996306908 10338.5837469842 11791.6657280987 8873.71002256979 6335.41314929583
"UBE3C" 1503.37535012114 1367.37063515092 1529.26028769886 1629.72198657604 1079.84833325078 1084.15350402696
"REV3L" 454.799801416302 667.296092404108 461.598266171254 484.754125008067 478.565560038854 426.116976887483
"TENM1" 5.49361389413507 130.145609245145 41.0074246584749 39.4256366695652 23.1248881434808 18.9898047912905
"IYD" 4.3056942266011 31.4607342827158 13.0541175062271 7.71950025617859 10.9066348481619 10.2696459466334
"FAM76A" 89.3056399167748 148.16232901382 177.97345124307 85.7269798244747 151.659781163446 121.404059476264
"TRAF3IP3" 112.975532107645 27.2510772363863 67.5165034880014 65.7711807493603 283.169652923115 65.3556751917681
"POMT2" 667.24022208832 467.79724242974 235.325356207542 241.128120261065 262.4717520158 279.054011339056
"VTA1" 457.10109801965 171.189860323495 442.813538916105 694.358936870743 473.707978264066 333.9263622961
"MLXIPL" 66.3185548265634 185.095974517833 54.1115999972113 10.5143490074452 7.66933424988513 106.746433227668
"BAZ1B" 1198.05069494821 1180.50234657521 1701.90150161654 2067.12246619786 1176.99695854625 1099.12396273858
"RANBP9" 474.051860484555 719.706975712988 683.745185029534 701.831890428307 466.016898485366 681.428504585963
"ETV7" 1276.81857558857 1323.53854842323 72.0383448481786 315.629164903294 1058.03503914813 398.237661412917
"SPRTN" 144.051777151176 69.6351388202345 101.807683794608 216.730000326341 152.769911920131 95.5714826398876
"METTL13" 436.330291379638 278.885661677751 111.307885933577 189.760057682215 189.940009435331 297.478008403889
"DYRK4" 324.756765382277 230.634183071958 101.64567149601 145.807687798247 196.372800057787 172.079101999962
"ZNF207" 2505.07483292119 2666.35621241718 3734.44191217385 2526.60585479864 2581.14365524446 1825.83470926918
"UQCRC1" 1746.81087185289 1330.43469328362 1151.29984760475 810.188561069933 1533.00764131967 2302.65079005678
"STARD3NL" 1202.26307844818 555.92777113838 657.819637473325 618.893358456995 910.934874618676 827.986042251434
"CD9" 3602.03581704577 4428.92397548714 5157.4287524648 2614.28287468008 2267.52407854495 7429.40614669908
"HHATL" 2.19946950808812 11.879356271254 9.9167861929644 13.5999977108493 15.791145808799 7.39675245125702
"NCAPD2" 136.900712368322 143.120978689518 225.93771420764 238.101874967597 373.761748092961 201.183269707315
"IFFO1" 424.849386311343 302.910487871384 251.414795789527 176.633019628763 380.717484246545 364.50551927966
"GIPR" 178.289917585582 169.393190450746 256.545250214858 306.830001775787 324.100291137439 229.116795886259
"PHF7" 9.82945199980728 51.7966934391753 32.4190835498333 23.124581864345 28.2994008921399 56.6922388186121
"SEMA3G" 155.702544049758 833.873595606454 1093.88042658276 728.224728260135 1281.9960726592 880.591496634243
"NISCH" 1383.45753690796 1666.2005076298 1570.02411435413 1404.10249641323 1206.35994522764 1383.71969582275
"STAB1" 2557.17389858942 2127.24760629478 1759.03159149134 984.654141826019 1269.30333488006 2468.78600543445
"FUZ" 39.9571598855226 126.60906413998 98.4653230124001 176.670009035878 157.814087833137 184.035440200064
"SLC6A13" 10.3898755387909 49.9600704247987 13.1134960569627 12.6404073770339 6.77960679400507 8.92683443420381
"IDS" 745.371106520138 798.961889886276 943.10068432833 942.43830325548 566.061207050121 672.724547897596
"PRSS3" 9.66772011538078 5.57780175363882 1.12742040838346 8.59693523470991 11.0049590225386 0
"ZNF200" 601.02858519487 206.312338276865 179.521269626104 280.459564391158 405.121757972005 190.731242047082
"CD4" 1301.92519285715 930.438883208445 1022.74453881083 805.027028911167 963.199547436711 1267.07422577947
"LRRC23" 207.818738967028 177.106683595701 270.244963421844 419.176340047615 535.774443254542 783.377410888828
"BTK" 223.171781573858 433.283883890305 210.851619207562 59.5858941324024 217.610181671435 135.336023508252
"HFE" 87.4814464643242 74.0488275484595 77.4994263387153 62.4028021250965 70.603613769013 66.3766898565603
"SCMH1" 499.312591257036 617.622066481124 443.449749017982 458.198054329091 511.947311811543 335.896341275116
"FYN" 521.458401598974 834.706422091471 833.803705040407 738.442336021562 707.355505536991 567.755783416974
"HIVEP2" 2515.85977421958 4782.54030669112 5621.8047175255 5675.53460144723 5199.18451997118 1566.78511857242
"ELOA" 2143.38838461652 1193.98107144069 1774.06777722144 2161.88621256965 1581.0340802281 1439.32782532468
"LYPLA2" 1685.4625853403 1302.6529496372 905.265044151408 779.410308339026 1306.30513459952 1839.40433613637
"CLCN6" 637.402519852788 1253.10192231075 844.185728511366 1035.15930289703 534.010275538137 453.749468857017
"MRC2" 1884.84809621083 2068.6735910273 1478.91514300278 1865.85844584461 1226.51755392851 1778.11186627162
"NME1-NME2" 202.43972292181 68.3046054106654 130.439651290901 42.5167341646784 51.8174140263982 234.050708374599
"SLC6A7" 41.2219009873342 30.1557722327994 15.6952442677925 42.7868861411926 18.0706829026086 6.26505731245527
"TSPAN9" 1190.8817568002 1085.03918772668 1393.92859065246 1875.85987574832 815.562020267708 1437.4823095933
"BTBD7" 323.707684350811 386.0789577124 543.460439670021 584.346354666208 450.362573058558 302.521868429752
"APBA3" 525.137615043539 573.871029738805 369.759988427494 297.947958844855 476.877318721291 305.478631722784
